source,workload,mode,scheduler,trial,clients,data_sets,precreate_per_set,ops_per_set,iterations,batch_size,offset,parent_count,fan_in,operation,phase,tx_count,seconds,ops_per_sec,key_conflicts,conflicts_per_tx,parent_write_parent_count,max_clients_per_parent,mean_clients_per_parent,local_failed_count,global_failed_count,fallback_tx_count,git_rev
madsim,mdtest,private,calvin,0,1,,,,,512,,,,directory_create,Directory creation,4,0.126417306,31.641237474,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,1,,,,,512,,,,directory_stat,Directory stat,4,0.125331690,31.915312081,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,1,,,,,512,,,,file_create,File creation,64,2.372593355,26.974702540,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,1,,,,,512,,,,file_stat,File stat,64,1.805048604,35.456108970,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,1,,,,,512,,,,file_unlink,File removal,64,2.392987571,26.744810870,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,1,,,,,512,,,,directory_remove,Directory removal,4,0.130046171,30.758306602,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,1,,,,,512,,,,directory_create,Directory creation,4,0.136426747,29.319763814,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,1,,,,,512,,,,directory_stat,Directory stat,4,0.112438893,35.574878881,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,1,,,,,512,,,,file_create,File creation,64,2.309000515,27.717620496,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,1,,,,,512,,,,file_stat,File stat,64,1.880837567,34.027393499,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,1,,,,,512,,,,file_unlink,File removal,64,2.303459985,27.784289902,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,1,,,,,512,,,,directory_remove,Directory removal,4,0.136307660,29.345379416,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,1,,,,,512,,,,directory_create,Directory creation,4,0.121985951,32.790661279,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,1,,,,,512,,,,directory_stat,Directory stat,4,0.097456882,41.043792064,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,1,,,,,512,,,,file_create,File creation,64,2.328184729,27.489227639,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,1,,,,,512,,,,file_stat,File stat,64,1.823810578,35.091363529,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,1,,,,,512,,,,file_unlink,File removal,64,2.427476741,26.364825219,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,1,,,,,512,,,,directory_remove,Directory removal,4,0.136931403,29.211706828,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,1,,,,,512,,,,directory_create,Directory creation,4,0.140555241,28.458561712,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,1,,,,,512,,,,directory_stat,Directory stat,4,0.109330738,36.586234331,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,1,,,,,512,,,,file_create,File creation,64,2.348359415,27.253068500,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,1,,,,,512,,,,file_stat,File stat,64,1.871594221,34.195446471,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,1,,,,,512,,,,file_unlink,File removal,64,2.315851903,27.635618632,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,1,,,,,512,,,,directory_remove,Directory removal,4,0.143512246,27.872185904,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,1,,,,,512,,,,directory_create,Directory creation,4,0.625215400,6.397795064,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,1,,,,,512,,,,directory_stat,Directory stat,4,0.521899340,7.664313199,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,1,,,,,512,,,,file_create,File creation,64,10.423840399,6.139771672,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,1,,,,,512,,,,file_stat,File stat,64,8.518564001,7.513003364,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,1,,,,,512,,,,file_unlink,File removal,64,10.331018704,6.194936030,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,1,,,,,512,,,,directory_remove,Directory removal,4,0.666519484,6.001324937,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,1,,,,,512,,,,directory_create,Directory creation,4,0.696712485,5.741249204,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,1,,,,,512,,,,directory_stat,Directory stat,4,0.520977669,7.677872274,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,1,,,,,512,,,,file_create,File creation,64,10.295073150,6.216565834,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,1,,,,,512,,,,file_stat,File stat,64,8.553446557,7.482363931,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,1,,,,,512,,,,file_unlink,File removal,64,10.362856922,6.175903082,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,1,,,,,512,,,,directory_remove,Directory removal,4,0.654568394,6.110896946,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,2,,,,,512,,,,directory_create,Directory creation,8,0.263788225,30.327358244,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,2,,,,,512,,,,directory_stat,Directory stat,8,0.174834430,45.757577612,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,2,,,,,512,,,,file_create,File creation,128,2.957185389,43.284401606,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,2,,,,,512,,,,file_stat,File stat,128,2.160300993,59.251002714,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,2,,,,,512,,,,file_unlink,File removal,128,2.946442815,43.442214235,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,2,,,,,512,,,,directory_remove,Directory removal,8,0.260676474,30.689382426,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,2,,,,,512,,,,directory_create,Directory creation,8,0.249608365,32.050207933,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,2,,,,,512,,,,directory_stat,Directory stat,8,0.168434138,47.496309804,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,2,,,,,512,,,,file_create,File creation,128,3.174799634,40.317504963,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,2,,,,,512,,,,file_stat,File stat,128,2.224777826,57.533834841,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,2,,,,,512,,,,file_unlink,File removal,128,3.132102568,40.867116329,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,2,,,,,512,,,,directory_remove,Directory removal,8,0.237291219,33.713847625,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,2,,,,,512,,,,directory_create,Directory creation,8,0.248696992,32.167658867,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,2,,,,,512,,,,directory_stat,Directory stat,8,0.158936739,50.334491889,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,2,,,,,512,,,,file_create,File creation,128,2.897392329,44.177655445,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,2,,,,,512,,,,file_stat,File stat,128,2.254121714,56.784866232,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,2,,,,,512,,,,file_unlink,File removal,128,3.001590528,42.644057811,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,2,,,,,512,,,,directory_remove,Directory removal,8,0.260558254,30.703306755,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,2,,,,,512,,,,directory_create,Directory creation,8,0.242275315,33.020285207,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,2,,,,,512,,,,directory_stat,Directory stat,8,0.171609186,46.617551114,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,2,,,,,512,,,,file_create,File creation,128,2.909729470,43.990343886,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,2,,,,,512,,,,file_stat,File stat,128,2.225966548,57.503110330,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,2,,,,,512,,,,file_unlink,File removal,128,2.889771737,44.294155957,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,2,,,,,512,,,,directory_remove,Directory removal,8,0.253295489,31.583665511,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,2,,,,,512,,,,directory_create,Directory creation,8,1.313056869,6.092653097,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,2,,,,,512,,,,directory_stat,Directory stat,8,1.037139269,7.713525309,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,2,,,,,512,,,,file_create,File creation,128,12.449466258,10.281565277,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,2,,,,,512,,,,file_stat,File stat,128,10.330254140,12.390789061,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,2,,,,,512,,,,file_unlink,File removal,128,12.665679968,10.106050392,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,2,,,,,512,,,,directory_remove,Directory removal,8,1.298744711,6.159794094,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,2,,,,,512,,,,directory_create,Directory creation,8,1.318308791,6.068380985,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,2,,,,,512,,,,directory_stat,Directory stat,8,1.093033433,7.319080788,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,2,,,,,512,,,,file_create,File creation,128,13.330623517,9.601951464,,,,,,55,220,220,4d65fef
madsim,mdtest,public,aria,0,2,,,,,512,,,,file_stat,File stat,128,10.177945176,12.576212368,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,2,,,,,512,,,,file_unlink,File removal,128,13.519812188,9.467587140,,,,,,54,216,216,4d65fef
madsim,mdtest,public,aria,0,2,,,,,512,,,,directory_remove,Directory removal,8,1.285797646,6.221818826,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,4,,,,,512,,,,directory_create,Directory creation,16,0.508008868,31.495513185,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,4,,,,,512,,,,directory_stat,Directory stat,16,0.322364614,49.633239212,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,4,,,,,512,,,,file_create,File creation,256,3.320954345,77.086275030,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,4,,,,,512,,,,file_stat,File stat,256,2.409914289,106.227844355,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,4,,,,,512,,,,file_unlink,File removal,256,3.352288193,76.365749381,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,4,,,,,512,,,,directory_remove,Directory removal,16,0.493557691,32.417689546,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,4,,,,,512,,,,directory_create,Directory creation,16,0.496576785,32.220596055,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,4,,,,,512,,,,directory_stat,Directory stat,16,0.328615070,48.689185192,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,4,,,,,512,,,,file_create,File creation,256,4.702643917,54.437462100,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,4,,,,,512,,,,file_stat,File stat,256,2.460573051,104.040804599,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,4,,,,,512,,,,file_unlink,File removal,256,4.649541454,55.059192940,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,4,,,,,512,,,,directory_remove,Directory removal,16,0.520059115,30.765733238,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,4,,,,,512,,,,directory_create,Directory creation,16,0.515084562,31.062860704,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,4,,,,,512,,,,directory_stat,Directory stat,16,0.336424726,47.558930018,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,4,,,,,512,,,,file_create,File creation,256,3.353759075,76.332257111,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,4,,,,,512,,,,file_stat,File stat,256,2.452708020,104.374429371,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,4,,,,,512,,,,file_unlink,File removal,256,3.377104616,75.804580879,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,4,,,,,512,,,,directory_remove,Directory removal,16,0.497543278,32.158006564,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,4,,,,,512,,,,directory_create,Directory creation,16,0.498029314,32.126622972,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,4,,,,,512,,,,directory_stat,Directory stat,16,0.322251566,49.650650883,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,4,,,,,512,,,,file_create,File creation,256,3.431192817,74.609622267,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,4,,,,,512,,,,file_stat,File stat,256,2.473105169,103.513592228,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,4,,,,,512,,,,file_unlink,File removal,256,3.494660599,73.254610211,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,4,,,,,512,,,,directory_remove,Directory removal,16,0.508219576,31.482455135,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,4,,,,,512,,,,directory_create,Directory creation,16,2.549925402,6.274693365,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,4,,,,,512,,,,directory_stat,Directory stat,16,2.101792686,7.612549090,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,4,,,,,512,,,,file_create,File creation,256,14.064327548,18.202078921,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,4,,,,,512,,,,file_stat,File stat,256,10.961687905,23.354067569,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,4,,,,,512,,,,file_unlink,File removal,256,13.929780011,18.377892529,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,4,,,,,512,,,,directory_remove,Directory removal,16,2.713624273,5.896173674,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,4,,,,,512,,,,directory_create,Directory creation,16,2.580625837,6.200046427,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,4,,,,,512,,,,directory_stat,Directory stat,16,2.126554852,7.523906559,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,4,,,,,512,,,,file_create,File creation,256,16.631479005,15.392497560,,,,,,178,712,712,4d65fef
madsim,mdtest,public,aria,0,4,,,,,512,,,,file_stat,File stat,256,10.975276400,23.325152886,,,,,,0,0,0,4d65fef
madsim,mdtest,public,aria,0,4,,,,,512,,,,file_unlink,File removal,256,16.785220220,15.251512738,,,,,,178,712,712,4d65fef
madsim,mdtest,public,aria,0,4,,,,,512,,,,directory_remove,Directory removal,16,2.637732668,6.065815613,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,8,,,,,512,,,,directory_create,Directory creation,32,0.664965017,48.122832302,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,8,,,,,512,,,,directory_stat,Directory stat,32,0.443029095,72.230019114,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,8,,,,,512,,,,file_create,File creation,512,3.814822210,134.213332055,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,8,,,,,512,,,,file_stat,File stat,512,2.885352848,177.447968055,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,8,,,,,512,,,,file_unlink,File removal,512,3.868840206,132.339402182,,,,,,0,0,0,4d65fef
madsim,mdtest,private,calvin,0,8,,,,,512,,,,directory_remove,Directory removal,32,0.666756715,47.993517396,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,8,,,,,512,,,,directory_create,Directory creation,32,0.816492839,39.192015498,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,8,,,,,512,,,,directory_stat,Directory stat,32,0.491750501,65.073650022,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,8,,,,,512,,,,file_create,File creation,512,8.061054768,63.515261307,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,8,,,,,512,,,,file_stat,File stat,512,2.890319427,177.143050425,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,8,,,,,512,,,,file_unlink,File removal,512,7.955031010,64.361785561,,,,,,0,0,0,4d65fef
madsim,mdtest,public,calvin,0,8,,,,,512,,,,directory_remove,Directory removal,32,0.832687673,38.429775098,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,8,,,,,512,,,,directory_create,Directory creation,32,0.668777157,47.848524228,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,8,,,,,512,,,,directory_stat,Directory stat,32,0.486440966,65.783933173,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,8,,,,,512,,,,file_create,File creation,512,3.854647555,132.826670323,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,8,,,,,512,,,,file_stat,File stat,512,2.903829942,176.318865163,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,8,,,,,512,,,,file_unlink,File removal,512,3.808627363,134.431634077,,,,,,0,0,0,4d65fef
madsim,mdtest,private,scc,0,8,,,,,512,,,,directory_remove,Directory removal,32,0.659693468,48.507377369,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,8,,,,,512,,,,directory_create,Directory creation,32,0.713907927,44.823707357,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,8,,,,,512,,,,directory_stat,Directory stat,32,0.469523031,68.154271223,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,8,,,,,512,,,,file_create,File creation,512,4.529486188,113.037103713,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,8,,,,,512,,,,file_stat,File stat,512,2.944818195,173.864723082,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,8,,,,,512,,,,file_unlink,File removal,512,4.527078314,113.097226177,,,,,,0,0,0,4d65fef
madsim,mdtest,public,scc,0,8,,,,,512,,,,directory_remove,Directory removal,32,0.737039979,43.416912124,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,8,,,,,512,,,,directory_create,Directory creation,32,3.312442003,9.660546500,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,8,,,,,512,,,,directory_stat,Directory stat,32,2.728171000,11.729470037,,,,,,0,0,0,4d65fef
madsim,mdtest,private,aria,0,8,,,,,512,,,,file_create,File creation,512,15.164232505,33.763660629,,,,,,0,0,0,4d65fef
